date,language,type,title,by,overall,quality,repeatability
2006-04-15,English,video,Amazing Juggling Finale,Unknown,5.0,5.0,2
2006-04-15,English,video,The Da Vinci Code trailer,"Ron Howard, Tom Hanks",3.0,3.0,1
2006-04-14,English,movie,Jungle 2 Jungle,Tim Allen,2.0,3.0,1
2006-04-14,English,movie,Mister Roberts,"Henry Fonda, Jack Lemmon",4.0,5.0,1
2006-04-14,English,movie,Blackbeard's Ghost,"Peter Ustinov, Dean Jones",3.0,3.0,2
2006-04-13,Tamil,movie,Iruvar,"Mohan Lal, Prakash Raj, Aishwarya Rai",2.0,3.0,1
2006-04-12,English,video,No Exit,Anand Alagappan,3.0,3.0,2
2006-04-11,Tamil,movie,Bose,"Srikanth, Sneha",3.0,3.0,2
2006-04-10,English,movie,The Empire Strikes Back,"George Lucas, Harrison Ford",3.0,3.0,2
2006-04-09,Tamil,movie,Vasool Raja MBBS,"Kamal Hassan, Sneha, Prakash Raj, Prabhu",4.0,3.0,3
2006-04-09,English,fiction,Counter-clock World,Philip K Dick,3.0,3.0,1
2006-04-08,English,non-fiction,The Truth About Markets,John Kay,2.0,2.0,1
2006-04-08,English,movie,Star Wars: A New Hope,"George Lucas, Harrison Ford",4.0,4.0,2
2006-04-08,English,movie,Raiders of the Lost Ark,"Steven Spielberg, Harrison Ford",3.0,3.0,2
2006-04-06,English,movie,The Matrix,"Keanu Reeves, Carrie-Anne Moss, Laurence Fishburne",5.0,4.0,3
2006-04-04,Tamil,movie,Gilli,"Vijay, Trisha, Prakash Raj",4.0,4.0,3
2006-04-03,English,movie,Shrek 2,"Mike Myers, Eddie Murphy, Antonio Banderas, Cameron Diaz",5.0,4.0,3
2006-04-02,Tamil,movie,Pammal K Sammandham,"Kamal Hassan, Simran, Abbas, Sneha",3.0,3.0,3
2006-04-02,English,movie,2001: A Space Odyssey,Stanley Kubrick,3.0,4.0,1
2006-04-02,English,movie,Don't Say A Word,Michael Douglas,3.0,3.0,2
2006-04-01,Tamil,movie,Pattiyal,"Arya, Bharath",3.0,3.0,1
2006-03-31,English,movie,Golden Eye,Pierce Brosnan,3.0,3.0,2
2006-03-31,English,fiction,Time Out of Joint,Philip K Dick,4.0,4.0,2
2006-03-30,Hindi,movie,Dil Chahta Hai,"Aamir Khan, Saif Ali Khan, Akshay Khanna",4.0,3.0,3
2006-03-29,Tamil,movie,Mercury Pookkal,"Srikanth, Meera Jasmine",3.0,3.0,2
2006-03-29,English,fiction,Do Androids Dream of Electric Sheep?,Philip K Dick,3.0,4.0,1
2006-03-28,Tamil,movie,Mumbai Express,Kamal Hassan,4.0,3.0,3
2006-03-27,Tamil,movie,Ayudha Ezhuthu,"Mani Rathnam, Madhavan, Surya, Siddharth",4.0,4.0,2
2006-03-26,English,movie,Masterminds,Patrick Stewart,3.0,2.0,2
2006-03-26,English,movie,Three Days of the Condor,Robert Redford,3.0,3.0,2
2006-03-25,English,movie,Ice Age,"Ray Romano, John Leguizamo, Dennis Leary",3.0,3.0,3
2006-03-23,English,movie,Cinderella Man,Russel Crowe,4.0,4.0,1
2006-03-21,English,fiction,A Case of Need,Michael Crichton,3.0,3.0,1
2006-03-19,English,movie,The Bourne Supremacy,Matt Damon,3.0,3.0,2
2006-03-18,Hindi,movie,Anupama,"Dharmendra, Sharmila Tagore",3.0,4.0,2
2006-03-17,English,fiction,The Birth of the Mind,Gary Marcus,3.0,4.0,1
2006-03-15,English,movie,Kingdom of Heaven,"Ridley Scott, Orlando Bloom",3.0,3.0,2
2006-03-14,English,fiction,"Not a Penny More, Not a Penny Less",Jeffrey Archer,4.0,4.0,3
2006-03-13,Tamil,movie,Arindhum Ariyamalum,"Prakash Raj, Arya, Navdeep",4.0,4.0,3
2006-03-12,English,fiction,State of Fear,Michael Crichton,4.0,4.0,2
2006-03-10,Hindi,movie,Rang De Basanti,"Aamir Khan, Siddharth, Madhavan",4.0,5.0,2
2006-03-07,English,fiction,Shall We Tell The President,Jeffrey Archer,4.0,4.0,3
2006-03-02,Tamil,movie,Sandai Kozhi,"Vishal, Meera Jasmine",3.0,3.0,2
2006-02-28,English,fiction,Eldest,Christopher Paolini,4.0,4.0,2
2006-02-26,English,fiction,Eragon,Christopher Paolini,4.0,4.0,2
2006-02-25,Tamil,movie,Saravana,"Silambarasan, Jyothika, Prakash Raj",3.0,3.0,3
2006-02-24,Tamil,movie,Oru Naal Oru Kanavu,"Srikanth, Sonia Agarwal",3.0,3.0,2
2006-02-23,English,fiction,Five People You Meet in Heaven,Mitch Albom,3.0,3.0,2
2006-02-22,Tamil,movie,Kanda Naal Mudhal,"Prasanna, Laila",4.0,4.0,3
2006-02-21,Tamil,movie,Vaseegara,"Vijay, Sneha",3.0,3.0,3
2006-02-18,English,fiction,The Caves of Steel,Isaac Asimov,4.0,4.0,2
2006-02-16,English,fiction,The Naked Sun,Isaac Asimov,4.0,4.0,2
2006-02-15,Tamil,movie,Minsara Kanavu,"Kajol, Prabhu Deva, Arvind Swamy",4.0,4.0,3
2006-02-14,Tamil,movie,Magalir Mattum,"Kamal Hassan, Revathi, Urvashi, Rohini",4.0,4.0,2
2006-02-12,Tamil,movie,Alaipayudhe,"Mani Rathnam, Madhavan, Shalini",4.0,4.0,3
2006-02-11,English,movie,The Magnificent Seven,"Yul Brynner, Steve McQueen, Eli Wallach",4.0,4.0,2
2006-02-10,English,video,The Shining trailer spoof,Unknown,3.0,3.0,1
2006-02-10,English,video,Multi-input touch screen,Unknown,4.0,4.0,2
2006-02-10,Japanese,video,Shirt folding,Unknown,4.0,4.0,2
2006-02-08,Tamil,movie,Porkkaalam,"Cheran, Murali, Meena",2.0,2.0,1
2006-02-06,English,movie,Training Day,"Denzel Washington, Ben Affleck",4.0,4.0,1
2006-02-04,English,movie,Sweet November,"Keanu Reeves, Charlize Theron",4.0,4.0,1
2006-02-04,English,movie,The Fugitive,"Harrison Ford, Tommy Lee Jones",4.0,4.0,2
2006-02-03,Tamil,movie,Bala,"Shaam, Meera Jasmine",1.0,1.0,1
2006-02-02,English,movie,The Truman Show,Jim Carrey,4.0,4.0,2
2006-01-30,English,non-fiction,A Short History of Nearly Everything,Bill Bryson,4.0,4.0,2
2006-01-29,Tamil,movie,Kanda Naal Mudhal,"Prasanna, Laila",4.0,4.0,3
2006-01-29,English,movie,The Wedding Crashers,Unknown,3.0,3.0,1
2006-01-28,English,movie,About a Boy,Hugh Grant,4.0,4.0,2
2006-01-27,Tamil,movie,Saravana,"Silambarasan, Jyothika, Prakash Raj",3.0,3.0,3
2006-01-25,Tamil,movie,Aathi,"Vijay, Trisha, Prakash Raj",2.0,2.0,1
2006-01-25,English,fiction,The Belgariad,David Eddings,4.0,4.0,3
2006-01-24,English,movie,That Thing You Do,Tom Hanks,4.0,4.0,3
2006-01-24,Tamil,movie,Paramasivan,"Ajit, Prakash Raj, Jayaram",3.0,3.0,2
2006-01-23,Tamil,movie,Kannathil Muthamittal,"Mani Rathnam, Madhavan, Simran",4.0,4.0,1
2006-01-22,English,movie,Apocalypse Now,"Martin Sheen, Marlon Brando",2.0,3.0,1
2006-01-22,English,movie,The Hitchhiker's Guide to the Galaxy,Garth Jennings,2.0,2.0,1
2006-01-19,English,movie,The Princess Diaries 2,"Anne Hathaway, Julie Andrews",3.0,3.0,2
2006-01-19,English,movie,American History X,Edward Norton,4.0,5.0,1
2006-01-19,English,movie,Me. Myself and Irene,"Jim Carrey, Rene Zelleweger",3.0,3.0,1
2006-01-18,Hindi,movie,Munnabhai MBBS 1,Sanjay Dutt,3.0,3.0,3
2006-01-18,Hindi,movie,Munnabhai MBBS 2,Sanjay Dutt,3.0,3.0,3
2006-01-18,English,video,Funny cats,Unknown,3.0,3.0,3
2006-01-18,English,video,Indian Help Desk,Conan O Brian,4.0,4.0,3
2006-01-18,English,video,Worst Job Ever,Unknown,3.0,3.0,2
2006-01-17,English,video,Visa priceless video,Unknown,3.0,3.0,2
2006-01-17,English,video,What old people do for fun,Unknown,3.0,3.0,3
2006-01-16,English,movie,Some Like It Hot,"Billy Wilder, Marilyn Monroe, Tony Curtis, Jack Lemmon",3.0,3.0,2
2006-01-15,English,fiction,Ender's Game,Orson Scott Card,4.0,4.0,2
2006-01-15,Tamil,movie,Thamizhan,"Vijay, Priyanka Chopra, Vivek",3.0,3.0,1
2006-01-14,English,movie,Dead Poets Society,Robin Williams,4.0,5.0,1
2006-01-13,Hindi,movie,Rangeela,"Ram Gopal Verma, Aamir Khan, Urmila",4.0,4.0,2
2006-01-10,Tamil,movie,Vetrivel Shaktivel,"Sathyaraj, Sibiraj",2.0,2.0,1
2006-01-09,Tamil,movie,Sandai Kozhi,"Vishal, Meera Jasmine",3.0,3.0,2
2006-01-08,Tamil,movie,Aanai,"Arjun, Namitha",2.0,2.0,1
2006-01-06,Tamil,movie,Chandramukhi,Rajnikanth,3.0,3.0,3
2006-01-05,Tamil,movie,Vaseegara,"Vijay, Sneha",3.0,3.0,3
2006-01-05,Tamil,movie,Moondru Mudichu,"K Balachandar, Rajnikanth, Sridevi, Kamal Hassan",5.0,5.0,2
2006-01-04,English,fiction,A Storm of Swords,George R R Martin,3.0,3.0,1
2006-01-02,English,movie,Gandhi,"Richard Attenborough, Ben Kingsley",4.0,4.0,2
2006-01-02,English,movie,The Maltese Falcon,Humphrey Bogart,3.0,4.0,1
2005-12-29,English,movie,Goodfellas,"Martin Scorcese, Robert De Niro, Ray Liotta",3.0,3.0,1
2005-12-28,Tamil,movie,Aaru,"Surya, Trisha",3.0,3.0,2
2005-12-27,Tamil,movie,Thavamai Thavamirundhu,"Cheran, Raj Kiran",4.0,4.0,1
2005-12-25,Tamil,movie,Azhagiya Theeye,"Prakash Raj, Prasanna, Navya Nair",5.0,4.0,3
2005-12-22,English,movie,The Apartment,"Billy Wilder, Jack Lemmon, Shirley Maclaine",3.0,3.0,1
2005-12-18,Tamil,movie,Arindhum Ariyamalum,"Prakash Raj, Arya, Navdeep",4.0,4.0,3
2005-12-17,Tamil,movie,Anniyan,"Vikram, Sada",3.0,3.0,2
2005-12-17,English,movie,North by Northwest,"Alfred Hitchcock, Cary Grant",4.0,4.0,2
2005-12-15,Tamil,movie,ABCD,"Shaam, Sneha",1.0,2.0,1
2005-12-14,Tamil,movie,Kanda Naal Mudhal,"Prasanna, Laila",4.0,4.0,3
2005-12-13,English,movie,Rear Window,"Alfred Hitchcock, James Stewart",4.0,4.0,2
2005-12-13,English,fiction,The Amber Spyglass,Philip Pullman,3.0,3.0,1
2005-12-12,English,fiction,The Subtle Knife,Philip Pullman,4.0,4.0,2
2005-12-12,English,fiction,The Northern Lights,Philip Pullman,4.0,4.0,2
2005-12-11,English,movie,Vertigo,"Alfred Hitchcock, James Stewart",4.0,4.0,1
2005-12-10,Tamil,movie,Run,"Madhavan, Meera Jasmine",3.0,3.0,2
2005-12-09,Tamil,movie,Raja Parvai,"Kamal Hassan, Madhavi",5.0,4.0,3
2005-12-04,Tamil,movie,Samudhram,"KS Ravikumar, Sarath Kumar",3.0,3.0,1
2005-12-03,Tamil,movie,Server Sundaram,Nagesh,4.0,4.0,2
2005-12-03,English,movie,Witness for the Prosecution,Agatha Christie,4.0,5.0,2
2005-12-01,English,movie,What Dreams May Come,Robin Williams,3.0,3.0,1
2005-11-30,English,fiction,A Clash of Kings,George R R Martin,3.0,3.0,1
2005-11-29,Tamil,movie,Bambara Kannaley,Srikanth,3.0,3.0,1
2005-11-28,English,movie,C'era una volta il West,"Henry Fonda, Charles Bronson",2.0,2.0,1
2005-11-28,English,movie,The Towering Inferno,"Steve McQueen, Paul Newman",4.0,3.0,2
2005-11-25,English,fiction,A Game of Thrones,George R R Martin,3.0,3.0,1
2005-11-23,Tamil,movie,Gilli,"Vijay, Trisha, Prakash Raj",4.0,4.0,3
2005-11-22,English,movie,Harry Potter and the Goblet of Fire,Mike Newell,4.0,4.0,2
2005-11-20,Tamil,movie,Julie Ganapathy,"Balu Mahendra, Saritha, Jayaram",4.0,4.0,1
2005-11-20,Tamil,movie,Jayam,"Jayam Ravi, Sadha",3.0,2.0,2
2005-11-19,English,movie,"Buono, il brutto, il cattivo, Il",Clint Eastwood,3.0,3.0,2
2005-11-17,Tamil,movie,Chinna,"Arjun, Sneha",2.0,3.0,1
2005-11-16,English,movie,Mr & Mrs Smith,"Brad Pitt, Angelina Jolie",3.0,3.0,1
2005-11-15,English,movie,Notting Hill,"Hugh Grant, Julia Roberts",5.0,4.0,3
2005-11-14,English,movie,Die Hard,Bruce Willis,4.0,3.0,3
2005-11-13,English,movie,12 Angry Men,Henry Fonda,4.0,5.0,2
2005-11-13,English,movie,The Notebook,"Ryan Gosling, James Garner",4.0,4.0,1
2005-11-12,English,movie,The Pianist,Roman Polanski,4.0,5.0,1
2005-11-12,Tamil,movie,Sivakasi,"Vijay, Asin",3.0,2.0,2
2005-11-10,Tamil,movie,Maja,"Vikram, Asin",3.0,2.0,2
2005-11-09,English,movie,National Treasure,Nicholas Cage,3.0,2.0,2
2005-11-09,English,fiction,The Golem's Eye,Jonathan Stroud,3.0,3.0,1
2005-11-07,Tamil,movie,Englishkaran,Sathyaraj,2.0,2.0,1
2005-11-06,English,fiction,The Amulet of Samarkand,Jonathan Stroud,4.0,4.0,2
2005-11-05,Tamil,movie,6'2,Sathyaraj,2.0,2.0,1
2005-11-03,Tamil,movie,Anbe Sivam,Kamal Hassan,5.0,5.0,3
2005-11-03,English,movie,Sliding Doors,Gwyneth Paltrow,3.0,4.0,2
2005-10-30,English,movie,Lost in Translation,Bill Murray,2.0,2.0,1
2005-10-29,Tamil,movie,Thenali,Kamal Hassan,4.0,3.0,3
2005-10-29,English,movie,Serenity,"Nathan Fillon, Summer Glau",3.0,4.0,2
2005-10-29,English,movie,High Fidelity,John Cusack,3.0,4.0,1
2005-10-29,Tamil,movie,Daas,Jayam Ravi,1.0,1.0,1
2005-10-26,Tamil,movie,Thotti Jaya,Silambarasan,3.0,3.0,2
2005-10-25,English,movie,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp,5.0,4.0,3
2005-10-25,Tamil,movie,Ponniyin Selvan,"AM Rathnam, Revathi, Prakash Raj",4.0,5.0,2
2005-10-25,English,fiction,The Partner,John Grisham,3.0,3.0,2
2005-10-23,Tamil,movie,Alai,"Silambarasan, Trisha, Vivek",2.0,2.0,1
2005-10-22,Tamil,movie,Kundakka Mandakka,"Parthiban, Vadivelu",1.0,1.0,1
2005-10-19,Tamil,movie,Oru Naal Oru Kanavu,"Srikanth, Sonia Agarwal",3.0,3.0,2
2005-10-17,English,script,Event Horizon,Philip Eisner,1.0,1.0,1
2005-10-16,English,movie,Groundhog Day,"Bill Murray, Annie MacDowell",5.0,4.0,3
2005-10-16,English,movie,My Man Godfrey,"William Powell, Carole Lombard",3.0,4.0,1
2005-10-16,English,movie,Shallow Hal,"Gwyneth Paltrow, Jack Black",3.0,3.0,2
2005-10-15,Tamil,movie,Saamy,"Vikram, Trisha",4.0,4.0,3
2005-10-15,Tamil,movie,Mazhai,"Jayam Ravi, Shriya",2.0,3.0,1
2005-10-13,English,fiction,The Fist of God,Frederick Forsyth,4.0,4.0,2
2005-10-13,Tamil,movie,Sindhu Bhairavi,"K Balachandar, Sivakumar, Suhasini",4.0,4.0,3
2005-10-13,Tamil,movie,Ghajini,"Surya, Asin, Nayantara",2.0,2.0,2
2005-10-12,English,movie,Charade,"Cary Grant, Audrey Hepburn",4.0,4.0,3
2005-10-06,Tamil,movie,Thillu Mullu,"K Balachandar, Rajnikanth",5.0,4.0,3
2005-10-06,English,script,Highlander,Gregory Widen,4.0,4.0,3
2005-10-06,Tamil,movie,Bale Pandiya,"Sivaji, M R Radha",3.0,3.0,2
2005-10-05,English,script,Double Indemnity,"Billy Wilder, Raymond Chandler",3.0,5.0,1
2005-10-04,English,script,It Happened One Night,"Samuel Hopkins Adams, Robert Riskin",4.0,4.0,2
2005-10-03,English,script,Pirates of the Caribbean,"Ted Elliot, Terry Rossio",5.0,4.0,3
2005-10-03,Tamil,movie,Anbe Aaruyire,SJ Surya,1.0,1.0,1
2005-10-02,Tamil,movie,Simla Special,"Kamal, Sripriya, SV Shekar",4.0,3.0,2
2005-10-02,Tamil,movie,Ullam Ketkume,"Shaam, Asin, Arya, Laila",3.0,3.0,1
2005-10-02,Tamil,movie,Chinna Veedu,Bhagyaraj,3.0,2.0,2
2005-10-02,English,script,Mr Smith Goes to Washington,Lewis R. Foster,3.0,4.0,2
2005-10-01,English,script,The Butterfly Effect,"J. Mackye Gruber, Eric Bress",4.0,5.0,2
2005-09-27,Hindi,movie,Salaam Namaste,"Saif Ali Khan, Preity Zinta",3.0,3.0,2
2005-09-25,Tamil,movie,Mudhalvan,"Shankar, Arjun",4.0,3.0,3
2005-09-24,Tamil,movie,Amaidhi Padai,Sathyaraj,1.0,1.0,1
2005-09-22,Tamil,movie,Thaikku oru Thaalaattu,"Sivaji Ganesan, Pandiarajan",1.0,1.0,1
2005-09-18,English,movie,Batman Begins,"Christopher Nolan, Christian Bale, Michael Caine, Liam Neeson",4.0,5.0,2
2005-09-18,Tamil,movie,Kudumbam oru Kadambam,Visu,3.0,3.0,2
2005-09-18,English,non-fiction,Getting Things Done,David Allen,2.0,2.0,1
2005-09-17,Tamil,movie,Noothukku Nooru,"K Balachandar, Jaishankar",4.0,4.0,1
2005-09-17,Tamil,movie,Vaseegara,"Vijay, Sneha",3.0,3.0,3
2005-09-17,English,movie,Fantastic Four,"Ioan Gruffudd, Jessica Alba",2.0,3.0,1
2005-09-16,English,movie,Monty Python and the Holy Grail,"Graham Chapman, John Cleese",3.0,3.0,2
2005-09-12,Tamil,movie,Thiruvilaiyaadal,"Sivaji Ganesan, Nagesh",4.0,3.0,3
2005-09-10,English,movie,Star Trek 3: The Search for Spock,"William Shatner, Leonard Nimoy",3.0,3.0,2
2005-09-10,English,movie,Star Trek 4: The Voyage Home,"William Shatner, Leonard Nimoy",3.0,3.0,2
2005-09-09,Tamil,movie,Azhagiya Theeye,"Prakash Raj, Prasanna, Navya Nair",5.0,4.0,3
2005-09-06,English,non-fiction,The World is Flat,Tom Friedman,4.0,4.0,2
2005-09-06,English,movie,Star Trek 2: The Wrath of Khan,"William Shatner, Leonard Nimoy, Ricardo Montalban",3.0,3.0,2
2005-09-04,Tamil,movie,Dhalapathi,"Mani Rathnam, Rajnikanth, Mammooty",4.0,3.0,2
2005-09-03,Tamil,movie,Manadhil Urudhi Vendum,"K Balachandar, Suhasini",4.0,4.0,2
2005-09-03,Hindi,movie,Main Hoon Na,Shah Rukh Khan,2.0,2.0,2
2005-09-02,Tamil,movie,Sollathaan Ninaikkiren,"K Balachandar, Sivakumar, Kamal",3.0,3.0,1
2005-09-02,Hindi,movie,Blackmail,"Ajay Devgan, Sunil Shetty",2.0,2.0,1
2005-08-29,Tamil,movie,Thaka Dhimi Tha,Vivek,1.0,1.0,1
2005-08-26,Tamil,movie,Edhiri,"Madhavan, Sada",3.0,2.0,2
2005-08-21,Tamil,movie,Pudhiya Geethai,"Vijay, Meera Jasmine, Amisha Patel, Kalabhavan Mani",3.0,4.0,2
2005-08-20,Tamil,movie,Ninaithale inikkum,"K Balachandar, Kamal Hassan, Rajnikanth",4.0,4.0,2
2005-08-20,English,fiction,The Runaway Jury,John Grisham,3.0,3.0,2
2005-08-14,Tamil,movie,Kanaa Kanden,Srikanth,4.0,4.0,2
2005-08-14,Tamil,movie,Arindhum Ariyamalum,"Prakash Raj, Arya, Navdeep",4.0,4.0,3
2005-08-14,Tamil,movie,Kadhala Kadhala,"Kamal Hassan, Prabhu Deva",3.0,3.0,3
2005-08-13,English,movie,Splash,"Tom Hanks, John Candy",3.0,3.0,2
2005-08-11,Tamil,movie,Priyasakhi,"Madhavan, Sada",2.0,2.0,1
2005-08-09,Tamil,movie,12B,"Shaam, Jyothika, Simran, Vivek",3.0,3.0,2
2005-08-06,Hindi,movie,Bunty aur Babli,"Amitabh, Abhishek, Rani",3.0,3.0,2
2005-08-06,Tamil,movie,Laysa Laysa,"Shaam, Trisha, Vivek",3.0,3.0,2
2005-08-06,English,non-fiction,Faster,James Gleick,1.0,2.0,1
2005-08-04,English,non-fiction,Freakonomics,Steven Levitt,4.0,5.0,2
2005-08-03,Tamil,movie,Hey Nee Romba Azhaga Irukka,"Shaam, Sneha, Vivek",3.0,3.0,2
2005-08-01,Tamil,movie,Michael Madana Kamarajan,"Kamal Hassan, Singeetam Srinivasa Rao",5.0,4.0,3
2005-07-31,Tamil,movie,Sathi Leelavathi,"Kamal Hassan, Balu Mahendra",5.0,4.0,3
2005-07-30,English,movie,Star Trek: First Contact,Patrick Stewart,3.0,3.0,2
2005-07-29,English,movie,Star Trek: Nemesis,Patrick Stewart,3.0,3.0,2
2005-07-25,Tamil,movie,Bose,"Srikanth, Sneha",3.0,3.0,2
2005-07-24,English,movie,Paycheck,"Ben Affleck, Uma Thurman",4.0,4.0,3
2005-07-24,English,movie,Payback,Mel Gibson,3.0,2.0,2
2005-07-23,English,movie,On Her Majesty's Secret Service,George Lazenby,1.0,2.0,1
2005-07-23,English,movie,You Only Live Twice,Sean Connory,1.0,2.0,1
2005-07-21,English,fiction,The Teeth of the Tiger,Tom Clancy,2.0,3.0,1
2005-07-18,English,movie,Groundhog Day,"Bill Murray, Annie MacDowell",5.0,4.0,3
2005-07-13,English,movie,Eternal Sunshine of the Spotless Mind,"Jim Carrey, Kate Winslet",3.0,4.0,2
2005-07-07,English,non-fiction,The Ambidextrous Universe,Martin Gardner,2.0,3.0,1
2005-06-27,English,non-fiction,The Complete Spielberg,Ian Freer,2.0,2.0,1
2005-06-20,English,movie,Saving Private Ryan,Unknown,3.0,4.0,1
2005-06-18,English,non-fiction,The Googlewhack Adventure,Dave Gorman,3.0,3.0,2
2006-05-21,English,movie,The Shawshank Redemption,"Tim Robbins, Morgan Freeman",5.0,5.0,2
2006-05-21,Hindi,movie,Lagaan,Aamir Khan,4.0,4.0,3
2006-05-21,English,movie,Pulp Fiction,"Quentin Tarantino, John Travolta, Bruce Willis",3.0,4.0,1
2006-05-21,English,movie,Erin Brockovich,Julia Roberts,3.0,3.0,1
2006-05-21,English,movie,Terminator 2: Judgment Day,Arnold Schwarzenneger,3.0,3.0,2
2006-05-21,English,movie,Above Suspicion,Christopher Reeves,3.0,4.0,2
2006-05-21,English,movie,The Longest Day,Unknown,3.0,4.0,2
2006-05-21,English,movie,When Harry Met Sally...,"Billy Crystal, Meg Ryan",5.0,5.0,2
2006-05-21,English,movie,Beauty and the Beast,Unknown,4.0,4.0,2
2006-05-21,English,movie,The Godfather,Unknown,4.0,4.0,2
2006-05-21,English,movie,The Godfather: Part II,Unknown,3.0,3.0,1
2006-05-21,English,movie,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,5.0,5.0,2
2006-05-21,English,movie,The Lord of the Rings: The Two Towers,Peter Jackson,5.0,5.0,2
2006-05-21,English,movie,The Lord of the Rings: The Return of the King,Peter Jackson,5.0,5.0,2
2006-05-21,English,movie,Casablanca,Unknown,3.0,3.0,1
2006-05-21,English,movie,Schindler's List,Unknown,4.0,4.0,1
2006-05-21,English,movie,Star Wars,Unknown,4.0,4.0,2
2006-05-21,English,movie,Star Wars: Episode V - The Empire Strikes Back,Unknown,4.0,4.0,2
2006-05-21,English,movie,Star Wars: Episode VI - Return of the Jedi,Unknown,4.0,4.0,2
2006-05-21,English,movie,One Flew Over the Cuckoo's Nest,Unknown,4.0,4.0,1
2006-05-21,English,movie,The Usual Suspects,Unknown,4.0,4.0,1
2006-05-21,English,movie,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Unknown,3.0,3.0,1
2006-05-21,English,movie,Citizen Kane,Unknown,4.0,4.0,1
2006-05-21,English,movie,Memento,Unknown,5.0,5.0,2
2006-05-21,English,movie,The Silence of the Lambs,Unknown,5.0,5.0,2
2006-05-21,English,movie,Lawrence of Arabia,Unknown,4.0,4.0,2
2006-05-21,English,movie,It's a Wonderful Life,Unknown,4.0,4.0,3
2006-05-21,English,movie,American Beauty,Unknown,4.0,5.0,2
2006-05-21,English,movie,Se7en,Unknown,4.0,5.0,2
2006-05-21,English,movie,L.A. Confidential,Unknown,4.0,4.0,2
2006-05-21,English,movie,A Clockwork Orange,Unknown,3.0,5.0,1
2006-05-21,English,movie,Reservoir Dogs,Unknown,3.0,5.0,1
2006-05-21,English,movie,The Great Escape,Unknown,4.0,4.0,2
2006-05-21,English,movie,Million Dollar Baby,Unknown,4.0,5.0,2
2006-05-21,English,movie,Amadeus,Unknown,5.0,5.0,2
2006-05-21,English,movie,Forrest Gump,Unknown,4.0,4.0,2
2006-05-21,English,movie,Braveheart,Unknown,4.0,5.0,2
2006-05-21,English,movie,The Incredibles,Unknown,4.0,4.0,2
2006-05-21,English,movie,Blade Runner,Unknown,3.0,4.0,1
2006-05-21,English,movie,Finding Nemo,Andrew Stanton,4.0,4.0,2
2006-05-21,English,movie,The Sixth Sense,Unknown,4.0,4.0,2
2006-05-21,English,movie,Indiana Jones and the Last Crusade,Unknown,3.0,3.0,2
2006-05-21,English,movie,Back to the Future,Unknown,3.0,3.0,2
2006-05-21,English,movie,The Princess Bride,Unknown,5.0,5.0,3
2006-05-21,English,movie,The Green Mile,Unknown,3.0,4.0,2
2006-05-21,English,movie,Gladiator,Unknown,3.0,4.0,2
2006-05-21,English,movie,Toy Story 2,Unknown,3.0,4.0,2
2006-05-21,English,movie,The Day the Earth Stood Still,Unknown,3.0,3.0,1
2006-05-21,English,movie,Toy Story,Unknown,3.0,4.0,2
2006-05-21,English,movie,The Big Lebowski,Unknown,2.0,2.0,1
2006-05-21,English,movie,Shrek,"Mike Myers, Eddie Murphy, Cameron Diaz",4.0,4.0,2
2006-05-21,English,movie,Twelve Monkeys,Unknown,3.0,3.0,1
2006-05-21,English,movie,The Hustler,Unknown,3.0,3.0,1
2006-05-21,English,movie,The Terminator,Unknown,3.0,3.0,2
2006-05-21,English,movie,"Lock, Stock and Two Smoking Barrels",Unknown,3.0,3.0,1
2006-05-21,English,movie,"Monsters, Inc.",Unknown,3.0,3.0,2
2006-05-21,English,movie,Roman Holiday,"Gregory Peck, Audrey Hepburn",5.0,5.0,3
2006-05-21,English,movie,Planet of the Apes,Unknown,3.0,3.0,1
2006-05-21,English,movie,All the President's Men,Unknown,4.0,4.0,1
2006-05-21,English,movie,An Affair to Remember,"Cary Grant, Deborah Kerr",4.0,4.0,2
2006-05-21,English,movie,The Bishop's Wife,Unknown,3.0,3.0,1
2006-05-21,English,movie,My Fair Lady,Unknown,3.0,3.0,2
2006-05-21,English,movie,The Wizard of Oz,Unknown,2.0,3.0,1
2006-05-21,English,movie,Jaws,Unknown,3.0,3.0,1
2006-05-21,English,movie,The Insider,Unknown,3.0,3.0,1
2006-05-21,English,movie,The Devil's Advocate,Unknown,5.0,5.0,2
2006-05-21,English,movie,Scent of a Woman,Unknown,5.0,5.0,1
2006-05-21,English,movie,Dick Tracy,Unknown,3.0,4.0,1
2006-05-21,English,movie,Nick of Time,Unknown,3.0,3.0,2
2006-05-21,Chinese,movie,Wo hu cang long,Unknown,3.0,3.0,2
2006-05-21,English,movie,Snow White And The Seven Dwarfs,Unknown,3.0,4.0,2
2006-05-21,English,movie,Pinocchio,Unknown,3.0,3.0,2
2006-05-21,English,movie,Dumbo,Unknown,4.0,4.0,2
2006-05-21,English,movie,Bambi,Unknown,4.0,4.0,2
2006-05-21,English,movie,Cinderella,Unknown,4.0,4.0,2
2006-05-21,English,movie,Alice In Wonderland,Unknown,3.0,3.0,2
2006-05-21,English,movie,Lady And The Tramp,Unknown,3.0,3.0,2
